code,name,description,refreshed_at
ASHIANA,Ashiana Housing Limited,Historical prices for Ashiana Housing Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHIANA<br><br>ISIN: INE365D01021,18/02/2019
ASHIMASYN,Ashima Limited,Historical prices for Ashima Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHIMASYN<br><br>ISIN: INE440A01010,19/02/2019
ASHOKA,Ashoka Buildcon Limited,Historical prices for Ashoka Buildcon Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHOKA<br><br>ISIN: INE442H01029,20/02/2019
ASHOKLEY,Ashok Leyland Limited,Historical prices for Ashok Leyland Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHOKLEY<br><br>ISIN: INE208A01029,21/02/2019
ASIANHOTNR,Asian Hotels (North) Limited,Historical prices for Asian Hotels (North) Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIANHOTNR<br><br>ISIN: INE363A01022,22/02/2019
ASIANPAINT,Asian Paints Limited,Historical prices for Asian Paints Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIANPAINT<br><br>ISIN: INE021A01026,23/02/2019
ASIANTILES,Asian Granito India Limited,Historical prices for Asian Granito India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIANTILES<br><br>ISIN: INE022I01019,24/02/2019
ASIL,Amit Spinning Industries Limited,Historical prices for Amit Spinning Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIL<br><br>ISIN: INE988A01026,25/02/2019
ASPINWALL,Aspinwall and Company Limited,Historical prices for Aspinwall and Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASPINWALL<br><br>ISIN: INE991I01015,26/02/2019
ASSAMCO,Assam Company India Limited,Historical prices for Assam Company India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASSAMCO<br><br>ISIN: INE442A01024,27/02/2019
ASTEC,Astec LifeSciences Limited,Historical prices for Astec LifeSciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTEC<br><br>ISIN: INE563J01010,28/02/2019
ASTERDM,Aster DM Healthcare Limited,Historical prices for Aster DM Healthcare Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTERDM<br><br>ISIN: INE914M01019,1/03/2019
ASTERSILI,Aster Silicates Limited,"Historical prices for Aster Silicates Limited (ASTERSILI), (ISIN: INE900K01012),  National Stock Exchange of India.",2/03/2019
ASTRAL,Astral Poly Technik Limited,Historical prices for Astral Poly Technik Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRAL<br><br>ISIN: INE006I01046,3/03/2019
ASTRAMICRO,Astra Microwave Products Limited,Historical prices for Astra Microwave Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRAMICRO<br><br>ISIN: INE386C01029,4/03/2019
ASTRAZEN,AstraZeneca Pharma India Limited,Historical prices for AstraZeneca Pharma India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRAZEN<br><br>ISIN: INE203A01020,5/03/2019
ASTRON,Astron Paper & Board Mill Limited,Historical prices for Astron Paper & Board Mill Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRON<br><br>ISIN: INE646X01014,6/03/2019
ATFL,Agro Tech Foods Limited,Historical prices for Agro Tech Foods Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATFL<br><br>ISIN: INE209A01019,7/03/2019
ATLANTA,Atlanta Limited,Historical prices for Atlanta Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATLANTA<br><br>ISIN: INE285H01022,8/03/2019
ATLASCYCLE,Atlas Cycles (Haryana) Limited,Historical prices for Atlas Cycles (Haryana) Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATLASCYCLE<br><br>ISIN: INE446A01025,9/03/2019
ATNINTER,ATN International Limited,Historical prices for ATN International Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATNINTER<br><br>ISIN: INE803A01027,10/03/2019
ATUL,Atul Limited,Historical prices for Atul Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATUL<br><br>ISIN: INE100A01010,11/03/2019
ATULAUTO,Atul Auto Limited,Historical prices for Atul Auto Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATULAUTO<br><br>ISIN: INE951D01028,12/03/2019
AUBANK,AU Small Finance Bank Limited,Historical prices for AU Small Finance Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUBANK<br><br>ISIN: INE949L01017,13/03/2019
AURIONPRO,Aurionpro Solutions Limited,Historical prices for Aurionpro Solutions Limited<br><br>National Stock Exchange of India<br><br>Ticker: AURIONPRO<br><br>ISIN: INE132H01018,14/03/2019
AUROPHARMA,Aurobindo Pharma Limited,Historical prices for Aurobindo Pharma Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUROPHARMA<br><br>ISIN: INE406A01037,15/03/2019
AUSOMENT,Ausom Enterprise Limited,Historical prices for Ausom Enterprise Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUSOMENT<br><br>ISIN: INE218C01016,16/03/2019
AUSTRAL,Austral Coke & Projects Limited,Historical prices for Austral Coke & Projects Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUSTRAL<br><br>ISIN: INE455J01027,17/03/2019
AUTOAXLES,Automotive Axles Limited,Historical prices for Automotive Axles Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUTOAXLES<br><br>ISIN: INE449A01011,18/03/2019
AUTOIND,Autoline Industries Limited,Historical prices for Autoline Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUTOIND<br><br>ISIN: INE718H01014,19/03/2019
AUTOLITIND,Autolite (India) Limited,Historical prices for Autolite (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUTOLITIND<br><br>ISIN: INE448A01013,20/03/2019
AVADHSUGAR,Avadh Sugar & Energy Limited,Historical prices for Avadh Sugar & Energy Limited<br><br>National Stock Exchange of India<br><br>Ticker: AVADHSUGAR<br><br>ISIN: INE349W01017,21/03/2019
AVANTI,Avanti Feeds Limited,"Historical prices for Avanti Feeds Limited (AVANTI), (ISIN: INE871C01012),  National Stock Exchange of India.",22/03/2019
AVANTIFEED,Avanti Feeds Limited,Historical prices for Avanti Feeds Limited<br><br>National Stock Exchange of India<br><br>Ticker: AVANTIFEED<br><br>ISIN: INE871C01038,23/03/2019
AVENTIS,Aventis Pharma Limited,"Historical prices for Aventis Pharma Limited (AVENTIS), (ISIN: INE058A01010),  National Stock Eschange of India.",24/03/2019
AVTNPL,AVT Natural Products Limited,Historical prices for AVT Natural Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: AVTNPL<br><br>ISIN: INE488D01021,25/03/2019
AXISBANK,Axis Bank Limited,Historical prices for Axis Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: AXISBANK<br><br>ISIN: INE238A01034,26/03/2019
AXISCADES,AXISCADES Engineering Technologies Limited,Historical prices for AXISCADES Engineering Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: AXISCADES<br><br>ISIN: INE555B01013,27/03/2019
AXISGOLD,Axis Mutual Fund - Axis Gold ETF,Historical prices for Axis Mutual Fund - Axis Gold ETF<br><br>National Stock Exchange of India<br><br>Ticker: AXISGOLD<br><br>ISIN: INF846K01347,28/03/2019
AXIS_ITT,Axis-IT&T Limited,"Historical prices for Axis-IT&T Limited (AXIS-IT%26T), (ISIN: INE555B01013),  National Stock Exchange of India.",29/03/2019
AXISNIFTY,AXISAMC - AXISNIFTY,Historical prices for AXISAMC - AXISNIFTY<br><br>National Stock Exchange of India<br><br>Ticker: AXISNIFTY<br><br>ISIN: INF846K01ZL0,30/03/2019
AYMSYNTEX,AYM Syntex Limited,Historical prices for AYM Syntex Limited<br><br>National Stock Exchange of India<br><br>Ticker: AYMSYNTEX<br><br>ISIN: INE193B01039,31/03/2019
BAFNAPHARM,Bafna Pharmaceuticals Limited,Historical prices for Bafna Pharmaceuticals Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAFNAPHARM<br><br>ISIN: INE878I01014,1/04/2019
BAGFILMS,B.A.G Films and Media Limited,Historical prices for B.A.G Films and Media Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAGFILMS<br><br>ISIN: INE116D01028,2/04/2019
BAJAJ_AUTO,Bajaj Auto Limited,Historical prices for Bajaj Auto Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJ_AUTO<br><br>ISIN: INE917I01010,3/04/2019
BAJAJCORP,Bajaj Corp Limited,Historical prices for Bajaj Corp Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJCORP<br><br>ISIN: INE933K01021,4/04/2019
BAJAJELEC,Bajaj Electricals Limited,Historical prices for Bajaj Electricals Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJELEC<br><br>ISIN: INE193E01025,5/04/2019
BAJAJFINSV,Bajaj Finserv Limited,Historical prices for Bajaj Finserv Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJFINSV<br><br>ISIN: INE918I01018,6/04/2019
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Historical prices for Bajaj Hindusthan Sugar Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJHIND<br><br>ISIN: INE306A01021,7/04/2019
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Historical prices for Bajaj Holdings & Investment Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJHLDNG<br><br>ISIN: INE118A01012,8/04/2019
BAJFINANCE,Bajaj Finance Limited,Historical prices for Bajaj Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJFINANCE<br><br>ISIN: INE296A01024,9/04/2019
BALAJITELE,Balaji Telefilms Limited,Historical prices for Balaji Telefilms Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALAJITELE<br><br>ISIN: INE794B01026,10/04/2019
BALAMINES,Balaji Amines Limited,Historical prices for Balaji Amines Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALAMINES<br><br>ISIN: INE050E01027,11/04/2019
BALAXI,Balaxi Ventures Limited,Historical prices for Balaxi Ventures Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALAXI<br><br>ISIN: INE618N01014,12/04/2019
BALKRISHNA,Balkrishna Paper Mills Limited,Historical prices for Balkrishna Paper Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALKRISHNA<br><br>ISIN: INE875R01011,13/04/2019
BALKRISIND,Balkrishna Industries Limited,Historical prices for Balkrishna Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALKRISIND<br><br>ISIN: INE787D01026,14/04/2019
BALLARPUR,Ballarpur Industries Limited,Historical prices for Ballarpur Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALLARPUR<br><br>ISIN: INE294A01037,15/04/2019
BALMLAWRIE,Balmer Lawrie & Company Limited,Historical prices for Balmer Lawrie & Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALMLAWRIE<br><br>ISIN: INE164A01016,16/04/2019
BALPHARMA,Bal Pharma Limited,Historical prices for Bal Pharma Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALPHARMA<br><br>ISIN: INE083D01012,17/04/2019
BALRAMCHIN,Balrampur Chini Mills Limited,Historical prices for Balrampur Chini Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALRAMCHIN<br><br>ISIN: INE119A01028,18/04/2019
BANARBEADS,Banaras Beads Limited,Historical prices for Banaras Beads Limited<br><br>National Stock Exchange of India<br><br>Ticker: BANARBEADS<br><br>ISIN: INE655B01011,19/04/2019
BANARISUG,Bannari Amman Sugars Limited,Historical prices for Bannari Amman Sugars Limited<br><br>National Stock Exchange of India<br><br>Ticker: BANARISUG<br><br>ISIN: INE459A01010,20/04/2019
BANCOINDIA,Banco Products (I) Limited,Historical prices for Banco Products (I) Limited<br><br>National Stock Exchange of India<br><br>Ticker: BANCOINDIA<br><br>ISIN: INE213C01025,21/04/2019
BANDHANBNK,Bandhan Bank Limited,Historical prices for Bandhan Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: BANDHANBNK<br><br>ISIN: INE545U01014,22/04/2019
BANG,Bang Overseas Limited,Historical prices for Bang Overseas Limited<br><br>National Stock Exchange of India<br><br>Ticker: BANG<br><br>ISIN: INE863I01016,23/04/2019
BANKBARODA,Bank of Baroda,Historical prices for Bank of Baroda<br><br>National Stock Exchange of India<br><br>Ticker: BANKBARODA<br><br>ISIN: INE028A01039,24/04/2019
BANKBEES,R*Shares Bank BeES,Historical prices for R*Shares Bank BeES<br><br>National Stock Exchange of India<br><br>Ticker: BANKBEES<br><br>ISIN: INF732E01078,25/04/2019
BANKINDIA,Bank of India,Historical prices for Bank of India<br><br>National Stock Exchange of India<br><br>Ticker: BANKINDIA<br><br>ISIN: INE084A01016,26/04/2019
BANSWRAS,Banswara Syntex Limited,Historical prices for Banswara Syntex Limited<br><br>National Stock Exchange of India<br><br>Ticker: BANSWRAS<br><br>ISIN: INE629D01012,27/04/2019
BARTRONICS,Bartronics India Limited,Historical prices for Bartronics India Limited<br><br>National Stock Exchange of India<br><br>Ticker: BARTRONICS<br><br>ISIN: INE855F01034,28/04/2019
BASF,BASF India Limited,Historical prices for BASF India Limited<br><br>National Stock Exchange of India<br><br>Ticker: BASF<br><br>ISIN: INE373A01013,29/04/2019
BASML,Bannari Amman Spinning Mills Limited,Historical prices for Bannari Amman Spinning Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: BASML<br><br>ISIN: INE186H01014,30/04/2019
BATAINDIA,Bata India Limited,Historical prices for Bata India Limited<br><br>National Stock Exchange of India<br><br>Ticker: BATAINDIA<br><br>ISIN: INE176A01028,1/05/2019
BATLIBOI,Batliboi Limited,"Historical prices for Batliboi Limited (BATLIBOI), (ISIN: INE177C01022),  National Stock Eschange of India.",2/05/2019
BAYERCROP,Bayer Cropscience Limited,Historical prices for Bayer Cropscience Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAYERCROP<br><br>ISIN: INE462A01022,3/05/2019
BBL,Bharat Bijlee Limited,Historical prices for Bharat Bijlee Limited<br><br>National Stock Exchange of India<br><br>Ticker: BBL<br><br>ISIN: INE464A01028,4/05/2019
BBTC,Bombay Burmah Trading Corporation Limited,Historical prices for Bombay Burmah Trading Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: BBTC<br><br>ISIN: INE050A01025,5/05/2019
BDL,Bharat Dynamics Limited,Historical prices for Bharat Dynamics Limited<br><br>National Stock Exchange of India<br><br>Ticker: BDL<br><br>ISIN: INE171Z01018,6/05/2019
BEARDSELL,Beardsell Limited,Historical prices for Beardsell Limited<br><br>National Stock Exchange of India<br><br>Ticker: BEARDSELL<br><br>ISIN: INE520H01022,7/05/2019
BECREL,Best & Crompton Engg. Limited,"Historical prices for Best & Crompton Engg. Limited (BECREL), (ISIN: INE287A01015),  National Stock Exchange of India.",8/05/2019
BEDMUTHA,Bedmutha Industries Limited,Historical prices for Bedmutha Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: BEDMUTHA<br><br>ISIN: INE844K01012,9/05/2019
BEL,Bharat Electronics Limited,Historical prices for Bharat Electronics Limited<br><br>National Stock Exchange of India<br><br>Ticker: BEL<br><br>ISIN: INE263A01024,10/05/2019
BELLCERATL,Bell Ceramics Limited,"Historical prices for Bell Ceramics Limited (BELLCERATL), (ISIN: INE403A01026),  National Stock Eschange of India.",11/05/2019
BEML,BEML Limited,Historical prices for BEML Limited<br><br>National Stock Exchange of India<br><br>Ticker: BEML<br><br>ISIN: INE258A01016,12/05/2019
BEPL,Bhansali Engineering Polymers Limited,Historical prices for Bhansali Engineering Polymers Limited<br><br>National Stock Exchange of India<br><br>Ticker: BEPL<br><br>ISIN: INE922A01025,13/05/2019
BERGEPAINT,Berger Paints (I) Limited,Historical prices for Berger Paints (I) Limited<br><br>National Stock Exchange of India<br><br>Ticker: BERGEPAINT<br><br>ISIN: INE463A01038,14/05/2019
BFINVEST,BF Investment Limited,Historical prices for BF Investment Limited<br><br>National Stock Exchange of India<br><br>Ticker: BFINVEST<br><br>ISIN: INE878K01010,15/05/2019
BFUTILITIE,BF Utilities Limited,Historical prices for BF Utilities Limited<br><br>National Stock Exchange of India<br><br>Ticker: BFUTILITIE<br><br>ISIN: INE243D01012,16/05/2019
BGLOBAL,Bharatiya Global Infomedia Limited,Historical prices for Bharatiya Global Infomedia Limited<br><br>National Stock Exchange of India<br><br>Ticker: BGLOBAL<br><br>ISIN: INE224M01013,17/05/2019
BGRENERGY,BGR Energy Systems Limited,Historical prices for BGR Energy Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: BGRENERGY<br><br>ISIN: INE661I01014,18/05/2019
BHAGERIA,Bhageria Industries Limited,Historical prices for Bhageria Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: BHAGERIA<br><br>ISIN: INE354C01027,19/05/2019
BHAGWATIHO,Bhagwati Banquets and Hotels Limited,"Historical prices for Bhagwati Banquets and Hotels Limited (BHAGWATIHO), (ISIN: INE797H01018),  National Stock Exchange of India.",20/05/2019
BHAGYANGR,Bhagyanagar India Limited,Historical prices for Bhagyanagar India Limited<br><br>National Stock Exchange of India<br><br>Ticker: BHAGYANGR<br><br>ISIN: INE458B01036,21/05/2019
BHAGYAPROP,Bhagyanagar Properties Limited,Historical prices for Bhagyanagar Properties Limited<br><br>National Stock Exchange of India<br><br>Ticker: BHAGYAPROP<br><br>ISIN: INE363W01018,22/05/2019
BHAGYNAGAR,Bhagyanagar India Limited,Historical prices for Bhagyanagar India Limited<br><br>National Stock Exchange of India<br><br>Ticker: BHAGYNAGAR<br><br>ISIN: INE458B01028,23/05/2019
